id,language,canonical_form,modifier,head,gold_class,gold_score,score_status,slot,family,original_sentence,target_surface,span,p_syn,p_comp,p_words_syn,p_rand,source_file,source_url
EN-REF-281,EN,zebra crossing,zebra,crossing,I,1.25,human_type_score,S1,naturalistic,having to dismount . see also pelican crossing ; puffin crossing ; toucan crossing ; zebra crossing . pelican crossing the name given to pedestrian crossings which use traffic lights to control,zebra crossing,"[15, 17]",pedestrian crossing,crossing || zebra,striped intersection || equine ford || equine intersection || equid ford || equid intersection,dorsal vein || preliminary bombardment || jungle setting || print subscriber || analog modulation,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-281,EN,zebra crossing,zebra,crossing,I,1.25,human_type_score,S2,naturalistic,"was run down by a white van , registration number nid 92 , on a zebra crossing in the goldhawk road . a van with the same registration had been seen outside",zebra crossing,"[15, 17]",pedestrian crossing,crossing || zebra,striped intersection || equine ford || equine intersection || equid ford || equid intersection,dorsal vein || preliminary bombardment || jungle setting || print subscriber || analog modulation,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-281,EN,zebra crossing,zebra,crossing,I,1.25,human_type_score,S3,naturalistic,"school now fronts onto a busy road and traffic speeds past , even on nearby zebra crossing . st . raphael ' s primary ( response dated 13 / 0 9 / 0 2",zebra crossing,"[15, 17]",pedestrian crossing,crossing || zebra,striped intersection || equine ford || equine intersection || equid ford || equid intersection,dorsal vein || preliminary bombardment || jungle setting || print subscriber || analog modulation,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-281,EN,zebra crossing,zebra,crossing,I,1.25,human_type_score,N1,neutral,This is a zebra crossing,zebra crossing,"[3, 5]",pedestrian crossing,crossing || zebra,striped intersection || equine ford || equine intersection || equid ford || equid intersection,dorsal vein || preliminary bombardment || jungle setting || print subscriber || analog modulation,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-281,EN,zebra crossing,zebra,crossing,I,1.25,human_type_score,N2,neutral,These are zebra crossings,zebra crossings,"[2, 4]",crosswalks,crossings,striped intersections,dorsal vein || preliminary bombardment || jungle setting || print subscriber || analog modulation,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-001,PT,abalo sísmico,abalo,sísmico,C,4.4242,human_type_score,S1,naturalistic,São incomuns em Goiana os grandes abalos sísmicos ou terremotos .,abalos sísmicos,"[6, 8]",tremores de terra,abalos || sísmicos,trepidações enérgicas,índios aculturados || cruzadores auxiliares || preceitos rígidos || autarcas centristas || bombardeamentos intensos,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-001,PT,abalo sísmico,abalo,sísmico,C,4.4242,human_type_score,S2,naturalistic,Tsunamis são ondas de grande energia geradas por abalos sísmicos .,abalos sísmicos,"[8, 10]",terremotos,abalos || sísmicos,trepidações enérgicas,autarcas centristas || cruzadores auxiliares || preceitos rígidos || índios aculturados || bombardeamentos intensos,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-001,PT,abalo sísmico,abalo,sísmico,C,4.4242,human_type_score,S3,naturalistic,"As terras também sofrerão fortes abalos sísmicos , o que desencadeará fortíssimos terremotos por todo o globo terrestre .",abalos sísmicos,"[5, 7]",terremotos,abalos || sísmicos,trepidações enérgicas,índios aculturados || cruzadores auxiliares || preceitos rígidos || autarcas centristas || bombardeamentos intensos,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-001,PT,abalo sísmico,abalo,sísmico,C,4.4242,human_type_score,N1,neutral,Este é um abalo sísmico .,abalo sísmico,"[3, 5]",tremor de terra,abalo || sísmico,trepidação enérgica,cruzadores auxiliares || preceitos rígidos || bombardeamentos intensos || autarcas centristas || índios aculturados,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-001,PT,abalo sísmico,abalo,sísmico,C,4.4242,human_type_score,N2,neutral,Estes são abalos sísmicos .,abalos sísmicos,"[2, 4]",tremores de terra,abalos,trepidações enérgicas,cruzadores auxiliares || preceitos rígidos || bombardeamentos intensos || autarcas centristas || índios aculturados,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-002,PT,acampamento militar,acampamento,militar,C,4.8182,human_type_score,S1,naturalistic,Pelos quartéis e pelos acampamentos militares onde se decidiam as estratégias ;,acampamentos militares,"[4, 6]",acampamentos do exército,acampamentos || militares,campings bélicos,situação líquida || coisa óbvia || peixes diversos || estudos nacionais || terríveis problemas,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-002,PT,acampamento militar,acampamento,militar,C,4.8182,human_type_score,S2,naturalistic,Um acampamento militar e várias barreiras policiais foram instaladas nos acessos e no povoado .,acampamento militar,"[1, 3]",acampamento do exército,acampamento || militar,camping bélico,situação líquida || coisa óbvia || abordagem geral || café expresso || vaso sanguíneo,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-002,PT,acampamento militar,acampamento,militar,C,4.8182,human_type_score,S3,naturalistic,Na Guiana havia um grande acampamento militar e um avião de tropas estava trazendo mais soldados para ali .,acampamento militar,"[5, 7]",acampamento do exército,acampamento || militar,camping bélico,situação líquida || coisa óbvia || abordagem geral || café expresso || vaso sanguíneo,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-002,PT,acampamento militar,acampamento,militar,C,4.8182,human_type_score,N1,neutral,Este é um acampamento militar .,acampamento militar,"[3, 5]",acampamento do exército,acampamento || militar,camping bélico,diversos terminais || peixes diversos || estudos nacionais || cenários diversos || terríveis problemas,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-002,PT,acampamento militar,acampamento,militar,C,4.8182,human_type_score,N2,neutral,Estes são acampamentos militares .,acampamentos militares,"[2, 4]",acampamentos do exército,acampamentos,campings bélicos,diversos terminais || peixes diversos || estudos nacionais || cenários diversos || terríveis problemas,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-003,PT,agente secreto,agente,secreto,C,4.5806,human_type_score,S1,naturalistic,Existe mesmo no serviço secreto inglês um agente secreto com licença para matar !,agente secreto,"[7, 9]",espião,agente || secreto,agenciador oculto,diferenças técnicas || tipo societário || ligas europeias || formato mínimo || menisco interno,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-003,PT,agente secreto,agente,secreto,C,4.5806,human_type_score,S2,naturalistic,Um agente secreto dos Estados Unidos se apaixona por uma espiã .,agente secreto,"[1, 3]",espião,agente || secreto,agenciador oculto,diferenças técnicas || tipo societário || ligas europeias || formato mínimo || menisco interno,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-003,PT,agente secreto,agente,secreto,C,4.5806,human_type_score,S3,naturalistic,Fleming criou um agente secreto que era ao mesmo tempo frustrado e ambivalente em relação ao seu trabalho .,agente secreto,"[3, 5]",espião,agente || secreto,agenciador oculto,diferenças técnicas || tipo societário || ligas europeias || formato mínimo || menisco interno,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-003,PT,agente secreto,agente,secreto,C,4.5806,human_type_score,N1,neutral,Este é um agente secreto .,agente secreto,"[3, 5]",espião,agente || secreto,agenciador oculto,tipo societário || formato mínimo || menisco interno || caminho reto || modem interno,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-003,PT,agente secreto,agente,secreto,C,4.5806,human_type_score,N2,neutral,Estes são agentes secretos .,agentes secretos,"[2, 4]",espiões,agentes,agenciadores ocultos,tipo societário || formato mínimo || menisco interno || caminho reto || modem interno,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-004,PT,água doce,água,doce,I,1.4516,human_type_score,S1,naturalistic,O Brasil conta com grandes reservas de água doce .,água doce,"[7, 9]",água potável,água || doce,fluido açucarado,forte espanhol || diversas confissões || importante arquivo || próximo nascimento || diversas seções,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
